timestamp_ms,can_id,temp_c,volt_v,curr_a,fault_flags
0,0x100,40.29,3.707,0.000,0x0
100,0x100,41.50,3.710,-5.154,0x0
200,0x100,42.79,3.715,-5.102,0x0
300,0x100,44.08,3.720,-5.032,0x0
400,0x100,45.37,3.725,-6.191,0x0
500,0x100,46.66,3.730,-5.799,0x0
600,0x100,47.87,3.734,-5.124,0x0
700,0x100,49.08,3.739,-5.642,0x0
800,0x100,50.29,3.744,-5.625,0x0
900,0x100,51.49,3.749,-6.283,0x0
1000,0x100,52.62,3.754,-5.146,0x0
1100,0x100,53.75,3.759,-5.629,0x0
1200,0x100,54.80,3.763,-5.973,0x0
1300,0x100,55.85,3.768,-6.278,0x0
1400,0x100,56.89,3.773,-5.620,0x0
1500,0x100,57.86,3.778,-5.769,0x0
1600,0x100,58.75,3.783,-5.359,0x0
1700,0x100,59.63,3.788,-5.424,0x0
1800,0x100,60.44,3.792,-6.182,0x1
1900,0x100,61.25,3.797,-6.291,0x1
2000,0x100,61.97,3.802,-5.259,0x1
2100,0x100,62.62,3.805,-5.655,0x1
2200,0x100,63.26,3.810,-6.161,0x1
2300,0x100,63.82,3.815,-5.089,0x1
2400,0x100,64.31,3.820,-5.655,0x1
2500,0x100,64.71,3.825,-5.838,0x1
2600,0x100,65.11,3.829,-5.642,0x1
2700,0x100,65.44,3.833,-5.555,0x1
2800,0x100,65.68,3.838,-5.189,0x1
2900,0x100,65.84,3.842,-5.411,0x1
3000,0x100,66.00,3.846,-5.838,0x1
3100,0x100,66.00,3.850,-5.599,0x1
3200,0x100,66.00,3.855,-5.390,0x1
3300,0x100,65.92,3.860,-6.317,0x1
3400,0x100,65.84,3.863,-5.533,0x1
3500,0x100,65.60,3.868,-6.073,0x1
3600,0x100,65.36,3.871,-5.085,0x1
3700,0x100,65.03,3.876,-5.307,0x1
3800,0x100,64.63,3.879,-5.115,0x1
3900,0x100,64.23,3.884,-6.161,0x1
4000,0x100,63.66,3.887,-6.169,0x1
4100,0x100,63.10,3.892,-5.594,0x1
4200,0x100,62.53,3.896,-5.446,0x1
4300,0x100,61.81,3.900,-5.468,0x1
4400,0x100,61.08,3.904,-5.873,0x1
4500,0x100,60.28,3.907,-6.256,0x1
4600,0x100,59.47,3.912,-6.317,0x0
4700,0x100,58.59,3.915,-5.856,0x0
4800,0x100,57.70,3.918,-5.546,0x0
4900,0x100,56.73,3.923,-5.198,0x0
5000,0x100,55.68,3.926,-5.420,0x0
5100,0x100,54.64,3.929,-5.686,0x0
5200,0x100,53.51,3.933,-5.429,0x0
5300,0x100,52.46,3.936,-5.603,0x0
5400,0x100,51.25,3.939,-5.620,0x0
5500,0x100,50.12,3.942,-6.039,0x0
5600,0x100,48.92,3.945,-5.224,0x0
5700,0x100,47.63,3.949,-5.912,0x0
5800,0x100,46.42,3.952,-5.429,0x0
5900,0x100,45.13,3.955,-5.372,0x0
6000,0x100,43.92,3.958,-5.999,0x0
6100,0x100,42.63,3.962,-6.117,0x0
6200,0x100,41.34,3.965,-5.085,0x0
6300,0x100,40.05,3.968,-5.581,0x0
6400,0x100,38.76,3.970,-5.681,0x0
6500,0x100,37.47,3.973,-5.729,0x0
6600,0x100,36.18,3.976,-5.738,0x0
6700,0x100,34.89,3.978,-5.795,0x0
6800,0x100,33.68,3.981,-5.642,0x0
6900,0x100,32.40,3.983,-5.747,0x0
7000,0x100,31.19,3.986,-6.012,0x0
7100,0x100,29.98,3.987,-6.248,0x0
7200,0x100,28.85,3.991,-5.843,0x0
7300,0x100,27.72,3.992,-5.059,0x0
7400,0x100,26.59,3.995,-5.721,0x0
7500,0x100,25.55,3.997,-5.368,0x0
7600,0x100,24.50,3.999,-5.207,0x0
7700,0x100,23.45,4.000,-6.052,0x0
7800,0x100,22.48,4.004,-5.311,0x0
7900,0x100,21.60,4.005,-5.542,0x0
8000,0x100,20.71,4.007,-5.202,0x0
8100,0x100,19.90,4.008,-5.512,0x0
8200,0x100,19.18,4.010,-5.786,0x0
8300,0x100,18.45,4.012,-5.860,0x0
8400,0x100,17.81,4.013,-6.148,0x0
8500,0x100,17.16,4.015,-5.211,0x0
8600,0x100,16.60,4.016,-5.259,0x0
8700,0x100,16.12,4.016,-6.034,0x0
8800,0x100,15.71,4.018,-5.843,0x0
8900,0x100,15.31,4.020,-5.978,0x0
9000,0x100,15.07,4.021,-5.215,0x0
9100,0x100,14.83,4.021,-5.755,0x0
9200,0x100,14.67,4.023,-5.943,0x0
9300,0x100,14.51,4.023,-6.139,0x0
9400,0x100,14.51,4.024,-5.481,0x0
9500,0x100,14.51,4.024,-5.202,0x0
9600,0x100,14.59,4.026,-5.241,0x0
9700,0x100,14.75,4.026,-5.054,0x0
9800,0x100,14.91,4.026,-5.333,0x0
9900,0x100,15.15,4.028,-5.368,0x0
10000,0x100,15.55,4.028,-5.180,0x0
10100,0x100,15.96,4.028,-5.616,0x0
10200,0x100,16.36,4.028,-5.912,0x0
10300,0x100,16.92,4.028,-5.167,0x0
10400,0x100,17.49,4.028,-5.355,0x0
10500,0x100,18.13,4.028,-6.256,0x0
10600,0x100,18.78,4.028,-6.143,0x0
10700,0x100,19.50,4.028,-6.252,0x0
10800,0x100,20.31,4.028,-5.991,0x0
10900,0x100,21.19,4.028,-6.165,0x0
11000,0x100,22.08,4.028,-5.664,0x0
11100,0x100,22.97,4.028,-5.520,0x0
11200,0x100,23.93,4.026,-6.117,0x0
11300,0x100,24.98,4.026,-6.287,0x0
11400,0x100,26.03,4.026,-5.041,0x0
11500,0x100,27.16,4.024,-5.581,0x0
11600,0x100,28.29,4.024,-5.607,0x0
11700,0x100,29.41,4.023,-6.313,0x0
11800,0x100,30.62,4.023,-6.265,0x0
11900,0x100,31.83,4.021,-5.581,0x0
12000,0x100,33.04,4.020,-6.169,0x0
12100,0x100,34.33,4.020,-6.043,0x0
12200,0x100,35.54,4.018,-5.437,0x0
12300,0x100,36.83,4.016,-5.869,0x0
12400,0x100,38.12,4.015,-6.091,0x0
12500,0x100,39.41,4.013,-5.581,0x0
12600,0x100,40.70,4.012,-5.734,0x0
12700,0x100,41.99,4.010,-5.616,0x0
12800,0x100,43.27,4.008,-5.394,0x0
12900,0x100,44.56,4.007,-5.917,0x0
13000,0x100,45.77,4.005,-5.468,0x0
13100,0x100,47.06,4.004,-6.087,0x0
13200,0x100,48.27,4.002,-6.012,0x0
13300,0x100,49.48,4.000,-6.230,0x0
13400,0x100,50.69,3.999,-5.137,0x0
13500,0x100,51.90,3.995,-6.043,0x0
13600,0x100,53.03,3.994,-5.620,0x0
13700,0x100,54.07,3.992,-6.269,0x0
13800,0x100,55.20,3.989,-5.899,0x0
13900,0x100,56.17,3.987,-5.346,0x0
14000,0x100,57.22,3.984,-5.346,0x0
14100,0x100,58.18,3.983,-6.235,0x0
14200,0x100,59.07,3.979,-6.095,0x0
14300,0x100,59.88,3.976,-5.634,0x0
14400,0x100,60.68,3.975,-5.472,0x1
14500,0x100,61.49,3.971,-5.076,0x1
